geoName,interest,date
geoName,interest,date
Bakersfield CA,15,2019-11-04
Baltimore MD,3,2019-11-04
Baton Rouge LA,11,2019-11-04
Birmingham AL,5,2019-11-04
Boston MA-Manchester NH,1,2019-11-04
Charlotte NC,2,2019-11-04
Chicago IL,1,2019-11-04
Columbus OH,3,2019-11-04
Dallas-Ft. Worth TX,1,2019-11-04
Denver CO,3,2019-11-04
Florence-Myrtle Beach SC,12,2019-11-04
Ft. Myers-Naples FL,7,2019-11-04
Grand Rapids-Kalamazoo-Battle Creek MI,8,2019-11-04
Harrisonburg VA,36,2019-11-04
Hartford & New Haven CT,3,2019-11-04
Honolulu HI,7,2019-11-04
Kansas City MO,3,2019-11-04
Los Angeles CA,1,2019-11-04
Minneapolis-St. Paul MN,1,2019-11-04
Monterey-Salinas CA,13,2019-11-04
Nashville TN,3,2019-11-04
New York NY,1,2019-11-04
Norfolk-Portsmouth-Newport News VA,4,2019-11-04
Oklahoma City OK,5,2019-11-04
Orlando-Daytona Beach-Melbourne FL,2,2019-11-04
Peoria-Bloomington IL,14,2019-11-04
Philadelphia PA,3,2019-11-04
Phoenix AZ,1,2019-11-04
Pittsburgh PA,6,2019-11-04
Portland OR,5,2019-11-04
Providence RI-New Bedford MA,5,2019-11-04
Raleigh-Durham (Fayetteville) NC,2,2019-11-04
Salt Lake City UT,3,2019-11-04
San Angelo TX,55,2019-11-04
San Antonio TX,3,2019-11-04
San Francisco-Oakland-San Jose CA,1,2019-11-04
Seattle-Tacoma WA,1,2019-11-04
Springfield MO,6,2019-11-04
St. Joseph MO,100,2019-11-04
St. Louis MO,3,2019-11-04
Tallahassee FL-Thomasville GA,13,2019-11-04
Tampa-St. Petersburg (Sarasota) FL,2,2019-11-04
Tulsa OK,7,2019-11-04
Washington DC (Hagerstown MD),2,2019-11-04
Wilkes Barre-Scranton PA,7,2019-11-04
Albany-Schenectady-Troy NY,10,2019-11-11
Albuquerque-Santa Fe NM,14,2019-11-11
Atlanta GA,3,2019-11-11
Austin TX,5,2019-11-11
Baltimore MD,5,2019-11-11
Baton Rouge LA,19,2019-11-11
Boston MA-Manchester NH,3,2019-11-11
Buffalo NY,9,2019-11-11
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,17,2019-11-11
Charleston-Huntington WV,20,2019-11-11
Chattanooga TN,18,2019-11-11
Chicago IL,1,2019-11-11
Cleveland-Akron (Canton) OH,4,2019-11-11
Columbus GA,29,2019-11-11
Columbus OH,6,2019-11-11
Dallas-Ft. Worth TX,1,2019-11-11
Denver CO,4,2019-11-11
Detroit MI,3,2019-11-11
Dothan AL,80,2019-11-11
Flint-Saginaw-Bay City MI,16,2019-11-11
Grand Rapids-Kalamazoo-Battle Creek MI,8,2019-11-11
Greenville-Spartanburg SC-Asheville NC-Anderson SC,7,2019-11-11
Harrisburg-Lancaster-Lebanon-York PA,9,2019-11-11
Hartford & New Haven CT,10,2019-11-11
Houston TX,2,2019-11-11
Huntsville-Decatur (Florence) AL,18,2019-11-11
Indianapolis IN,5,2019-11-11
Jacksonville FL,8,2019-11-11
Lafayette LA,35,2019-11-11
Las Vegas NV,6,2019-11-11
Little Rock-Pine Bluff AR,13,2019-11-11
Los Angeles CA,1,2019-11-11
Miami-Ft. Lauderdale FL,3,2019-11-11
Minneapolis-St. Paul MN,3,2019-11-11
Montgomery (Selma) AL,32,2019-11-11
New York NY,2,2019-11-11
Norfolk-Portsmouth-Newport News VA,7,2019-11-11
Odessa-Midland TX,37,2019-11-11
Oklahoma City OK,9,2019-11-11
Orlando-Daytona Beach-Melbourne FL,5,2019-11-11
Philadelphia PA,3,2019-11-11
Phoenix AZ,3,2019-11-11
Portland OR,6,2019-11-11
Raleigh-Durham (Fayetteville) NC,7,2019-11-11
Sacramento-Stockton-Modesto CA,4,2019-11-11
Salt Lake City UT,5,2019-11-11
San Angelo TX,100,2019-11-11
San Francisco-Oakland-San Jose CA,6,2019-11-11
Seattle-Tacoma WA,3,2019-11-11
Spokane WA,15,2019-11-11
Springfield MO,8,2019-11-11
Springfield-Holyoke MA,21,2019-11-11
St. Louis MO,5,2019-11-11
Tampa-St. Petersburg (Sarasota) FL,3,2019-11-11
Topeka KS,38,2019-11-11
Tulsa OK,12,2019-11-11
Washington DC (Hagerstown MD),2,2019-11-11
West Palm Beach-Ft. Pierce FL,8,2019-11-11
Wichita Falls TX & Lawton OK,48,2019-11-11
Wichita-Hutchinson KS,16,2019-11-11
Wilmington NC,32,2019-11-11
Albany-Schenectady-Troy NY,6,2019-11-18
Albuquerque-Santa Fe NM,5,2019-11-18
Atlanta GA,2,2019-11-18
Austin TX,3,2019-11-18
Baltimore MD,3,2019-11-18
Binghamton NY,32,2019-11-18
Boise ID,12,2019-11-18
Boston MA-Manchester NH,2,2019-11-18
Butte-Bozeman MT,100,2019-11-18
Chicago IL,1,2019-11-18
Chico-Redding CA,23,2019-11-18
Cleveland-Akron (Canton) OH,2,2019-11-18
Columbus OH,3,2019-11-18
Dallas-Ft. Worth TX,1,2019-11-18
Davenport IA-Rock Island-Moline IL,15,2019-11-18
Denver CO,5,2019-11-18
Des Moines-Ames IA,8,2019-11-18
Detroit MI,3,2019-11-18
El Paso TX,19,2019-11-18
Fresno-Visalia CA,6,2019-11-18
Grand Rapids-Kalamazoo-Battle Creek MI,14,2019-11-18
Greensboro-High Point-Winston Salem NC,11,2019-11-18
Greenville-Spartanburg SC-Asheville NC-Anderson SC,4,2019-11-18
Harrisburg-Lancaster-Lebanon-York PA,5,2019-11-18
Honolulu HI,7,2019-11-18
Houston TX,1,2019-11-18
Indianapolis IN,4,2019-11-18
Jacksonville FL,5,2019-11-18
Kansas City MO,4,2019-11-18
La Crosse-Eau Claire WI,20,2019-11-18
Lafayette IN,58,2019-11-18
Las Vegas NV,7,2019-11-18
Little Rock-Pine Bluff AR,8,2019-11-18
Los Angeles CA,1,2019-11-18
Louisville KY,4,2019-11-18
Madison WI,8,2019-11-18
Memphis TN,5,2019-11-18
Miami-Ft. Lauderdale FL,3,2019-11-18
Milwaukee WI,4,2019-11-18
Minneapolis-St. Paul MN,2,2019-11-18
Mobile AL-Pensacola (Ft. Walton Beach) FL,7,2019-11-18
Nashville TN,4,2019-11-18
New York NY,2,2019-11-18
Norfolk-Portsmouth-Newport News VA,4,2019-11-18
Oklahoma City OK,5,2019-11-18
Orlando-Daytona Beach-Melbourne FL,2,2019-11-18
Peoria-Bloomington IL,15,2019-11-18
Philadelphia PA,3,2019-11-18
Phoenix AZ,3,2019-11-18
Pittsburgh PA,3,2019-11-18
Portland OR,2,2019-11-18
Raleigh-Durham (Fayetteville) NC,3,2019-11-18
Roanoke-Lynchburg VA,8,2019-11-18
Rochester NY,9,2019-11-18
Sacramento-Stockton-Modesto CA,2,2019-11-18
Salt Lake City UT,3,2019-11-18
San Antonio TX,3,2019-11-18
San Diego CA,2,2019-11-18
San Francisco-Oakland-San Jose CA,1,2019-11-18
Santa Barbara-Santa Maria-San Luis Obispo CA,13,2019-11-18
Savannah GA,11,2019-11-18
Seattle-Tacoma WA,3,2019-11-18
Spokane WA,9,2019-11-18
Springfield MO,5,2019-11-18
Springfield-Holyoke MA,13,2019-11-18
Tampa-St. Petersburg (Sarasota) FL,4,2019-11-18
Tucson (Sierra Vista) AZ,9,2019-11-18
Tulsa OK,7,2019-11-18
Washington DC (Hagerstown MD),2,2019-11-18
West Palm Beach-Ft. Pierce FL,5,2019-11-18
Albuquerque-Santa Fe NM,10,2019-11-25
Binghamton NY,64,2019-11-25
Boston MA-Manchester NH,3,2019-11-25
Butte-Bozeman MT,100,2019-11-25
Charlotte NC,5,2019-11-25
Chicago IL,2,2019-11-25
Cincinnati OH,7,2019-11-25
Colorado Springs-Pueblo CO,19,2019-11-25
Columbia SC,18,2019-11-25
Dallas-Ft. Worth TX,2,2019-11-25
Denver CO,3,2019-11-25
Detroit MI,3,2019-11-25
Greenville-Spartanburg SC-Asheville NC-Anderson SC,9,2019-11-25
Hartford & New Haven CT,6,2019-11-25
Houston TX,2,2019-11-25
Lafayette LA,83,2019-11-25
Lexington KY,17,2019-11-25
Los Angeles CA,1,2019-11-25
Lubbock TX,51,2019-11-25
Macon GA,36,2019-11-25
Milwaukee WI,7,2019-11-25
Minneapolis-St. Paul MN,7,2019-11-25
Mobile AL-Pensacola (Ft. Walton Beach) FL,14,2019-11-25
New Orleans LA,10,2019-11-25
New York NY,3,2019-11-25
Norfolk-Portsmouth-Newport News VA,8,2019-11-25
Oklahoma City OK,11,2019-11-25
Omaha NE,13,2019-11-25
Philadelphia PA,2,2019-11-25
Portland OR,5,2019-11-25
Portland-Auburn ME,19,2019-11-25
Rochester MN-Mason City IA-Austin MN,49,2019-11-25
Sacramento-Stockton-Modesto CA,4,2019-11-25
San Antonio TX,8,2019-11-25
San Francisco-Oakland-San Jose CA,2,2019-11-25
Seattle-Tacoma WA,3,2019-11-25
St. Louis MO,5,2019-11-25
Tampa-St. Petersburg (Sarasota) FL,4,2019-11-25
Tucson (Sierra Vista) AZ,17,2019-11-25
Utica NY,84,2019-11-25
Washington DC (Hagerstown MD),2,2019-11-25
Albany-Schenectady-Troy NY,3,2019-12-02
Albuquerque-Santa Fe NM,3,2019-12-02
Atlanta GA,1,2019-12-02
Austin TX,3,2019-12-02
Birmingham AL,3,2019-12-02
Boise ID,7,2019-12-02
Boston MA-Manchester NH,1,2019-12-02
Burlington VT-Plattsburgh NY,7,2019-12-02
Champaign & Springfield-Decatur IL,6,2019-12-02
Chicago IL,1,2019-12-02
Chico-Redding CA,12,2019-12-02
Cincinnati OH,2,2019-12-02
Cleveland-Akron (Canton) OH,2,2019-12-02
Columbus GA,10,2019-12-02
Columbus OH,4,2019-12-02
Dallas-Ft. Worth TX,1,2019-12-02
Denver CO,1,2019-12-02
Detroit MI,2,2019-12-02
Ft. Myers-Naples FL,4,2019-12-02
Ft. Smith-Fayetteville-Springdale-Rogers AR,7,2019-12-02
Gainesville FL,13,2019-12-02
Grand Rapids-Kalamazoo-Battle Creek MI,3,2019-12-02
Green Bay-Appleton WI,5,2019-12-02
Greenville-New Bern-Washington NC,8,2019-12-02
Harrisburg-Lancaster-Lebanon-York PA,3,2019-12-02
Hartford & New Haven CT,3,2019-12-02
Houston TX,1,2019-12-02
Huntsville-Decatur (Florence) AL,6,2019-12-02
Indianapolis IN,3,2019-12-02
Jacksonville FL,3,2019-12-02
Juneau AK,100,2019-12-02
Kansas City MO,2,2019-12-02
Little Rock-Pine Bluff AR,4,2019-12-02
Los Angeles CA,1,2019-12-02
Lubbock TX,13,2019-12-02
Miami-Ft. Lauderdale FL,1,2019-12-02
Milwaukee WI,2,2019-12-02
Minneapolis-St. Paul MN,2,2019-12-02
Nashville TN,2,2019-12-02
New Orleans LA,3,2019-12-02
New York NY,1,2019-12-02
Odessa-Midland TX,13,2019-12-02
Orlando-Daytona Beach-Melbourne FL,1,2019-12-02
Peoria-Bloomington IL,9,2019-12-02
Philadelphia PA,1,2019-12-02
Phoenix AZ,2,2019-12-02
Quincy IL-Hannibal MO-Keokuk IA,28,2019-12-02
Richmond-Petersburg VA,3,2019-12-02
Roanoke-Lynchburg VA,5,2019-12-02
Sacramento-Stockton-Modesto CA,1,2019-12-02
Salt Lake City UT,2,2019-12-02
San Antonio TX,1,2019-12-02
San Diego CA,1,2019-12-02
San Francisco-Oakland-San Jose CA,1,2019-12-02
Seattle-Tacoma WA,3,2019-12-02
Springfield MO,6,2019-12-02
Syracuse NY,5,2019-12-02
Tampa-St. Petersburg (Sarasota) FL,2,2019-12-02
Traverse City-Cadillac MI,12,2019-12-02
Waco-Temple-Bryan TX,5,2019-12-02
Washington DC (Hagerstown MD),2,2019-12-02
Wilmington NC,11,2019-12-02
Yakima-Pasco-Richland-Kennewick WA,9,2019-12-02
Albany-Schenectady-Troy NY,9,2019-12-09
Albuquerque-Santa Fe NM,8,2019-12-09
Bend OR,72,2019-12-09
Boise ID,18,2019-12-09
Boston MA-Manchester NH,2,2019-12-09
Charlotte NC,8,2019-12-09
Chattanooga TN,16,2019-12-09
Chicago IL,3,2019-12-09
Cleveland-Akron (Canton) OH,3,2019-12-09
Colorado Springs-Pueblo CO,14,2019-12-09
Columbus OH,5,2019-12-09
Dallas-Ft. Worth TX,1,2019-12-09
Denver CO,3,2019-12-09
Detroit MI,7,2019-12-09
Eureka CA,100,2019-12-09
Ft. Myers-Naples FL,16,2019-12-09
Grand Rapids-Kalamazoo-Battle Creek MI,7,2019-12-09
Greensboro-High Point-Winston Salem NC,8,2019-12-09
Houston TX,5,2019-12-09
Indianapolis IN,4,2019-12-09
Jackson MS,18,2019-12-09
Jacksonville FL,7,2019-12-09
Kansas City MO,5,2019-12-09
Las Vegas NV,6,2019-12-09
Los Angeles CA,1,2019-12-09
Louisville KY,8,2019-12-09
Memphis TN,9,2019-12-09
Miami-Ft. Lauderdale FL,2,2019-12-09
Milwaukee WI,5,2019-12-09
Minneapolis-St. Paul MN,9,2019-12-09
New York NY,1,2019-12-09
Norfolk-Portsmouth-Newport News VA,6,2019-12-09
Philadelphia PA,2,2019-12-09
Phoenix AZ,4,2019-12-09
Portland OR,6,2019-12-09
Providence RI-New Bedford MA,16,2019-12-09
Raleigh-Durham (Fayetteville) NC,3,2019-12-09
Richmond-Petersburg VA,9,2019-12-09
Sacramento-Stockton-Modesto CA,3,2019-12-09
Salt Lake City UT,4,2019-12-09
San Antonio TX,4,2019-12-09
San Francisco-Oakland-San Jose CA,3,2019-12-09
Seattle-Tacoma WA,8,2019-12-09
Syracuse NY,28,2019-12-09
Tallahassee FL-Thomasville GA,21,2019-12-09
Tampa-St. Petersburg (Sarasota) FL,3,2019-12-09
Washington DC (Hagerstown MD),8,2019-12-09
West Palm Beach-Ft. Pierce FL,7,2019-12-09
Wilmington NC,30,2019-12-09
Albany-Schenectady-Troy NY,7,2019-12-16
Albuquerque-Santa Fe NM,9,2019-12-16
Anchorage AK,26,2019-12-16
Atlanta GA,1,2019-12-16
Austin TX,4,2019-12-16
Baltimore MD,3,2019-12-16
Birmingham AL,6,2019-12-16
Bluefield-Beckley-Oak Hill WV,49,2019-12-16
Boston MA-Manchester NH,1,2019-12-16
Champaign & Springfield-Decatur IL,13,2019-12-16
Chicago IL,2,2019-12-16
Cincinnati OH,4,2019-12-16
Cleveland-Akron (Canton) OH,5,2019-12-16
Columbus OH,4,2019-12-16
Dallas-Ft. Worth TX,2,2019-12-16
Denver CO,2,2019-12-16
Detroit MI,3,2019-12-16
Elmira NY,55,2019-12-16
Eureka CA,77,2019-12-16
Green Bay-Appleton WI,10,2019-12-16
Greenville-Spartanburg SC-Asheville NC-Anderson SC,5,2019-12-16
Hartford & New Haven CT,3,2019-12-16
Houston TX,3,2019-12-16
Jacksonville FL,5,2019-12-16
Johnstown-Altoona PA,15,2019-12-16
Lafayette IN,100,2019-12-16
Lexington KY,9,2019-12-16
Little Rock-Pine Bluff AR,8,2019-12-16
Los Angeles CA,2,2019-12-16
Madison WI,10,2019-12-16
Miami-Ft. Lauderdale FL,4,2019-12-16
Minneapolis-St. Paul MN,6,2019-12-16
Nashville TN,4,2019-12-16
New Orleans LA,6,2019-12-16
New York NY,2,2019-12-16
Orlando-Daytona Beach-Melbourne FL,4,2019-12-16
Philadelphia PA,2,2019-12-16
Phoenix AZ,3,2019-12-16
Pittsburgh PA,4,2019-12-16
Portland OR,4,2019-12-16
Portland-Auburn ME,11,2019-12-16
Sacramento-Stockton-Modesto CA,2,2019-12-16
Salt Lake City UT,6,2019-12-16
San Antonio TX,3,2019-12-16
San Diego CA,3,2019-12-16
San Francisco-Oakland-San Jose CA,2,2019-12-16
Seattle-Tacoma WA,2,2019-12-16
Sioux Falls(Mitchell) SD,18,2019-12-16
Spokane WA,10,2019-12-16
St. Louis MO,3,2019-12-16
Syracuse NY,11,2019-12-16
Tampa-St. Petersburg (Sarasota) FL,2,2019-12-16
Washington DC (Hagerstown MD),3,2019-12-16
Wausau-Rhinelander WI,27,2019-12-16
West Palm Beach-Ft. Pierce FL,7,2019-12-16
Wichita-Hutchinson KS,11,2019-12-16
Youngstown OH,19,2019-12-16
Albuquerque-Santa Fe NM,33,2019-12-23
Baltimore MD,38,2019-12-23
Boise ID,73,2019-12-23
Chicago IL,5,2019-12-23
Dallas-Ft. Worth TX,5,2019-12-23
Greenville-Spartanburg SC-Asheville NC-Anderson SC,28,2019-12-23
Harlingen-Weslaco-Brownsville-McAllen TX,48,2019-12-23
Los Angeles CA,3,2019-12-23
Miami-Ft. Lauderdale FL,9,2019-12-23
Milwaukee WI,21,2019-12-23
Nashville TN,26,2019-12-23
New York NY,4,2019-12-23
Oklahoma City OK,34,2019-12-23
Orlando-Daytona Beach-Melbourne FL,11,2019-12-23
Peoria-Bloomington IL,100,2019-12-23
Philadelphia PA,6,2019-12-23
Phoenix AZ,10,2019-12-23
San Diego CA,15,2019-12-23
St. Louis MO,18,2019-12-23
Washington DC (Hagerstown MD),6,2019-12-23
