geoName,NBA Finals,date
Anchorage AK,0,2019-03-25
Atlanta GA,8,2019-03-25
Augusta GA,28,2019-03-25
Austin TX,13,2019-03-25
Bakersfield CA,26,2019-03-25
Baltimore MD,10,2019-03-25
Bangor ME,0,2019-03-25
Baton Rouge LA,21,2019-03-25
Beaumont-Port Arthur TX,0,2019-03-25
Bend OR,0,2019-03-25
"Billings, MT",0,2019-03-25
Biloxi-Gulfport MS,0,2019-03-25
Binghamton NY,0,2019-03-25
Birmingham AL,0,2019-03-25
Bluefield-Beckley-Oak Hill WV,0,2019-03-25
Boise ID,0,2019-03-25
Boston MA-Manchester NH,13,2019-03-25
Bowling Green KY,80,2019-03-25
Buffalo NY,10,2019-03-25
Burlington VT-Plattsburgh NY,0,2019-03-25
Butte-Bozeman MT,0,2019-03-25
Casper-Riverton WY,0,2019-03-25
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,19,2019-03-25
Champaign & Springfield-Decatur IL,19,2019-03-25
Charleston SC,0,2019-03-25
Charleston-Huntington WV,22,2019-03-25
Charlotte NC,7,2019-03-25
Charlottesville VA,0,2019-03-25
Chattanooga TN,19,2019-03-25
Cheyenne WY-Scottsbluff NE,0,2019-03-25
Chicago IL,11,2019-03-25
Chico-Redding CA,0,2019-03-25
Cincinnati OH,6,2019-03-25
Clarksburg-Weston WV,0,2019-03-25
Cleveland-Akron (Canton) OH,5,2019-03-25
Colorado Springs-Pueblo CO,17,2019-03-25
Columbia SC,31,2019-03-25
Columbia-Jefferson City MO,0,2019-03-25
Columbus GA,0,2019-03-25
Columbus OH,9,2019-03-25
Columbus-Tupelo-West Point MS,56,2019-03-25
Corpus Christi TX,33,2019-03-25
Dallas-Ft. Worth TX,9,2019-03-25
Davenport IA-Rock Island-Moline IL,0,2019-03-25
Dayton OH,23,2019-03-25
Denver CO,7,2019-03-25
Des Moines-Ames IA,14,2019-03-25
Detroit MI,12,2019-03-25
Dothan AL,0,2019-03-25
Duluth MN-Superior WI,0,2019-03-25
El Paso TX,0,2019-03-25
Elmira NY,0,2019-03-25
Erie PA,0,2019-03-25
Eugene OR,0,2019-03-25
Eureka CA,0,2019-03-25
Evansville IN,0,2019-03-25
Fairbanks AK,0,2019-03-25
Fargo-Valley City ND,28,2019-03-25
Flint-Saginaw-Bay City MI,18,2019-03-25
Florence-Myrtle Beach SC,22,2019-03-25
Fresno-Visalia CA,10,2019-03-25
Ft. Myers-Naples FL,11,2019-03-25
Ft. Smith-Fayetteville-Springdale-Rogers AR,20,2019-03-25
Ft. Wayne IN,0,2019-03-25
Gainesville FL,0,2019-03-25
Glendive MT,0,2019-03-25
Grand Junction-Montrose CO,0,2019-03-25
Grand Rapids-Kalamazoo-Battle Creek MI,16,2019-03-25
Great Falls MT,0,2019-03-25
Green Bay-Appleton WI,25,2019-03-25
Greensboro-High Point-Winston Salem NC,19,2019-03-25
Greenville-New Bern-Washington NC,23,2019-03-25
Greenville-Spartanburg SC-Asheville NC-Anderson SC,11,2019-03-25
Greenwood-Greenville MS,0,2019-03-25
Harlingen-Weslaco-Brownsville-McAllen TX,0,2019-03-25
Harrisburg-Lancaster-Lebanon-York PA,0,2019-03-25
Harrisonburg VA,0,2019-03-25
Hartford & New Haven CT,5,2019-03-25
Hattiesburg-Laurel MS,0,2019-03-25
Helena MT,0,2019-03-25
Honolulu HI,17,2019-03-25
Houston TX,7,2019-03-25
Huntsville-Decatur (Florence) AL,38,2019-03-25
Idaho Falls-Pocatello ID,49,2019-03-25
Indianapolis IN,16,2019-03-25
Jackson MS,21,2019-03-25
Jackson TN,0,2019-03-25
Jacksonville FL,0,2019-03-25
Johnstown-Altoona PA,22,2019-03-25
Jonesboro AR,0,2019-03-25
Joplin MO-Pittsburg KS,0,2019-03-25
Juneau AK,0,2019-03-25
Kansas City MO,9,2019-03-25
Knoxville TN,12,2019-03-25
La Crosse-Eau Claire WI,0,2019-03-25
Lafayette IN,100,2019-03-25
Lafayette LA,0,2019-03-25
Lake Charles LA,0,2019-03-25
Lansing MI,0,2019-03-25
Laredo TX,0,2019-03-25
Las Vegas NV,13,2019-03-25
Lexington KY,14,2019-03-25
Lima OH,0,2019-03-25
Lincoln & Hastings-Kearney NE,24,2019-03-25
Little Rock-Pine Bluff AR,13,2019-03-25
Los Angeles CA,11,2019-03-25
Louisville KY,18,2019-03-25
Lubbock TX,0,2019-03-25
Macon GA,33,2019-03-25
Madison WI,15,2019-03-25
Mankato MN,0,2019-03-25
Marquette MI,0,2019-03-25
Medford-Klamath Falls OR,44,2019-03-25
Memphis TN,21,2019-03-25
Meridian MS,0,2019-03-25
Miami-Ft. Lauderdale FL,8,2019-03-25
Milwaukee WI,35,2019-03-25
Minneapolis-St. Paul MN,8,2019-03-25
Minot-Bismarck-Dickinson(Williston) ND,0,2019-03-25
Missoula MT,0,2019-03-25
Mobile AL-Pensacola (Ft. Walton Beach) FL,12,2019-03-25
Monroe LA-El Dorado AR,62,2019-03-25
Monterey-Salinas CA,0,2019-03-25
Montgomery (Selma) AL,35,2019-03-25
Nashville TN,6,2019-03-25
New Orleans LA,13,2019-03-25
New York NY,9,2019-03-25
Norfolk-Portsmouth-Newport News VA,11,2019-03-25
North Platte NE,0,2019-03-25
Odessa-Midland TX,0,2019-03-25
Oklahoma City OK,18,2019-03-25
Omaha NE,11,2019-03-25
Orlando-Daytona Beach-Melbourne FL,5,2019-03-25
Ottumwa IA-Kirksville MO,0,2019-03-25
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,0,2019-03-25
Palm Springs CA,0,2019-03-25
Panama City FL,0,2019-03-25
Parkersburg WV,0,2019-03-25
Peoria-Bloomington IL,53,2019-03-25
Philadelphia PA,16,2019-03-25
Phoenix AZ,9,2019-03-25
Pittsburgh PA,5,2019-03-25
Portland OR,18,2019-03-25
Portland-Auburn ME,0,2019-03-25
Presque Isle ME,0,2019-03-25
Providence RI-New Bedford MA,14,2019-03-25
Quincy IL-Hannibal MO-Keokuk IA,87,2019-03-25
Raleigh-Durham (Fayetteville) NC,7,2019-03-25
Rapid City SD,0,2019-03-25
Reno NV,0,2019-03-25
Richmond-Petersburg VA,10,2019-03-25
Roanoke-Lynchburg VA,14,2019-03-25
Rochester MN-Mason City IA-Austin MN,0,2019-03-25
Rochester NY,15,2019-03-25
Rockford IL,0,2019-03-25
Sacramento-Stockton-Modesto CA,7,2019-03-25
Salisbury MD,0,2019-03-25
Salt Lake City UT,9,2019-03-25
San Angelo TX,0,2019-03-25
San Antonio TX,11,2019-03-25
San Diego CA,5,2019-03-25
San Francisco-Oakland-San Jose CA,9,2019-03-25
Santa Barbara-Santa Maria-San Luis Obispo CA,24,2019-03-25
Savannah GA,17,2019-03-25
Seattle-Tacoma WA,5,2019-03-25
Sherman TX-Ada OK,0,2019-03-25
Shreveport LA,0,2019-03-25
Sioux City IA,0,2019-03-25
Sioux Falls(Mitchell) SD,40,2019-03-25
South Bend-Elkhart IN,0,2019-03-25
Spokane WA,16,2019-03-25
Springfield MO,18,2019-03-25
Springfield-Holyoke MA,0,2019-03-25
St. Joseph MO,0,2019-03-25
St. Louis MO,14,2019-03-25
Syracuse NY,0,2019-03-25
Tallahassee FL-Thomasville GA,0,2019-03-25
Tampa-St. Petersburg (Sarasota) FL,8,2019-03-25
Terre Haute IN,69,2019-03-25
Toledo OH,0,2019-03-25
Topeka KS,0,2019-03-25
Traverse City-Cadillac MI,0,2019-03-25
Tri-Cities TN-VA,27,2019-03-25
Tucson (Sierra Vista) AZ,29,2019-03-25
Tulsa OK,13,2019-03-25
Twin Falls ID,0,2019-03-25
Tyler-Longview(Lufkin & Nacogdoches) TX,0,2019-03-25
Utica NY,0,2019-03-25
Victoria TX,0,2019-03-25
Waco-Temple-Bryan TX,15,2019-03-25
Washington DC (Hagerstown MD),9,2019-03-25
Watertown NY,79,2019-03-25
Wausau-Rhinelander WI,44,2019-03-25
West Palm Beach-Ft. Pierce FL,10,2019-03-25
Wheeling WV-Steubenville OH,0,2019-03-25
Wichita Falls TX & Lawton OK,0,2019-03-25
Wichita-Hutchinson KS,15,2019-03-25
Wilkes Barre-Scranton PA,20,2019-03-25
Wilmington NC,0,2019-03-25
Yakima-Pasco-Richland-Kennewick WA,28,2019-03-25
Youngstown OH,0,2019-03-25
Yuma AZ-El Centro CA,0,2019-03-25
Zanesville OH,0,2019-03-25
Abilene-Sweetwater TX,0,2019-04-01
Albany GA,32,2019-04-01
Albany-Schenectady-Troy NY,11,2019-04-01
Albuquerque-Santa Fe NM,0,2019-04-01
Alexandria LA,0,2019-04-01
Alpena MI,0,2019-04-01
Amarillo TX,0,2019-04-01
Anchorage AK,20,2019-04-01
Atlanta GA,5,2019-04-01
Augusta GA,15,2019-04-01
Austin TX,7,2019-04-01
Bakersfield CA,14,2019-04-01
Baltimore MD,4,2019-04-01
Bangor ME,0,2019-04-01
Baton Rouge LA,11,2019-04-01
Beaumont-Port Arthur TX,0,2019-04-01
Bend OR,0,2019-04-01
"Billings, MT",39,2019-04-01
Biloxi-Gulfport MS,0,2019-04-01
Binghamton NY,0,2019-04-01
Birmingham AL,5,2019-04-01
Bluefield-Beckley-Oak Hill WV,0,2019-04-01
Boise ID,0,2019-04-01
Boston MA-Manchester NH,5,2019-04-01
Bowling Green KY,0,2019-04-01
Buffalo NY,8,2019-04-01
Burlington VT-Plattsburgh NY,11,2019-04-01
Butte-Bozeman MT,0,2019-04-01
Casper-Riverton WY,75,2019-04-01
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,10,2019-04-01
Champaign & Springfield-Decatur IL,10,2019-04-01
Charleston SC,13,2019-04-01
Charleston-Huntington WV,0,2019-04-01
Charlotte NC,6,2019-04-01
Charlottesville VA,47,2019-04-01
Chattanooga TN,0,2019-04-01
Cheyenne WY-Scottsbluff NE,73,2019-04-01
Chicago IL,5,2019-04-01
Chico-Redding CA,19,2019-04-01
Cincinnati OH,4,2019-04-01
Clarksburg-Weston WV,0,2019-04-01
Cleveland-Akron (Canton) OH,5,2019-04-01
Colorado Springs-Pueblo CO,9,2019-04-01
Columbia SC,0,2019-04-01
Columbia-Jefferson City MO,0,2019-04-01
Columbus GA,0,2019-04-01
Columbus OH,5,2019-04-01
Columbus-Tupelo-West Point MS,0,2019-04-01
Corpus Christi TX,0,2019-04-01
Dallas-Ft. Worth TX,4,2019-04-01
Davenport IA-Rock Island-Moline IL,13,2019-04-01
Dayton OH,0,2019-04-01
Denver CO,3,2019-04-01
Des Moines-Ames IA,23,2019-04-01
Detroit MI,2,2019-04-01
Dothan AL,0,2019-04-01
Duluth MN-Superior WI,25,2019-04-01
El Paso TX,14,2019-04-01
Elmira NY,0,2019-04-01
Erie PA,0,2019-04-01
Eugene OR,14,2019-04-01
Eureka CA,0,2019-04-01
Evansville IN,24,2019-04-01
Fairbanks AK,0,2019-04-01
Fargo-Valley City ND,15,2019-04-01
Flint-Saginaw-Bay City MI,9,2019-04-01
Florence-Myrtle Beach SC,11,2019-04-01
Fresno-Visalia CA,5,2019-04-01
Ft. Myers-Naples FL,6,2019-04-01
Ft. Smith-Fayetteville-Springdale-Rogers AR,11,2019-04-01
Ft. Wayne IN,16,2019-04-01
Gainesville FL,21,2019-04-01
Glendive MT,0,2019-04-01
Grand Junction-Montrose CO,0,2019-04-01
Grand Rapids-Kalamazoo-Battle Creek MI,5,2019-04-01
Great Falls MT,0,2019-04-01
Green Bay-Appleton WI,8,2019-04-01
Greensboro-High Point-Winston Salem NC,5,2019-04-01
Greenville-New Bern-Washington NC,22,2019-04-01
Greenville-Spartanburg SC-Asheville NC-Anderson SC,5,2019-04-01
Greenwood-Greenville MS,0,2019-04-01
Harlingen-Weslaco-Brownsville-McAllen TX,10,2019-04-01
Harrisburg-Lancaster-Lebanon-York PA,12,2019-04-01
Harrisonburg VA,0,2019-04-01
Hartford & New Haven CT,5,2019-04-01
Hattiesburg-Laurel MS,0,2019-04-01
Helena MT,0,2019-04-01
Honolulu HI,9,2019-04-01
Houston TX,5,2019-04-01
Huntsville-Decatur (Florence) AL,10,2019-04-01
Idaho Falls-Pocatello ID,26,2019-04-01
Indianapolis IN,7,2019-04-01
Jackson MS,11,2019-04-01
Jackson TN,50,2019-04-01
Jacksonville FL,7,2019-04-01
Johnstown-Altoona PA,0,2019-04-01
Jonesboro AR,0,2019-04-01
Joplin MO-Pittsburg KS,0,2019-04-01
Juneau AK,0,2019-04-01
Kansas City MO,5,2019-04-01
Knoxville TN,0,2019-04-01
La Crosse-Eau Claire WI,17,2019-04-01
Lafayette IN,0,2019-04-01
Lafayette LA,19,2019-04-01
Lake Charles LA,0,2019-04-01
Lansing MI,0,2019-04-01
Laredo TX,40,2019-04-01
Las Vegas NV,3,2019-04-01
Lexington KY,8,2019-04-01
Lima OH,0,2019-04-01
Lincoln & Hastings-Kearney NE,0,2019-04-01
Little Rock-Pine Bluff AR,7,2019-04-01
Los Angeles CA,3,2019-04-01
Louisville KY,5,2019-04-01
Lubbock TX,0,2019-04-01
Macon GA,0,2019-04-01
Madison WI,15,2019-04-01
Mankato MN,0,2019-04-01
Marquette MI,100,2019-04-01
Medford-Klamath Falls OR,0,2019-04-01
Memphis TN,8,2019-04-01
Meridian MS,0,2019-04-01
Miami-Ft. Lauderdale FL,4,2019-04-01
Milwaukee WI,7,2019-04-01
Minneapolis-St. Paul MN,4,2019-04-01
Minot-Bismarck-Dickinson(Williston) ND,0,2019-04-01
Missoula MT,33,2019-04-01
Mobile AL-Pensacola (Ft. Walton Beach) FL,12,2019-04-01
Monroe LA-El Dorado AR,0,2019-04-01
Monterey-Salinas CA,12,2019-04-01
Montgomery (Selma) AL,18,2019-04-01
Nashville TN,5,2019-04-01
New Orleans LA,5,2019-04-01
New York NY,6,2019-04-01
Norfolk-Portsmouth-Newport News VA,8,2019-04-01
North Platte NE,0,2019-04-01
Odessa-Midland TX,20,2019-04-01
Oklahoma City OK,8,2019-04-01
Omaha NE,6,2019-04-01
Orlando-Daytona Beach-Melbourne FL,4,2019-04-01
Ottumwa IA-Kirksville MO,0,2019-04-01
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,13,2019-04-01
Palm Springs CA,0,2019-04-01
Panama City FL,0,2019-04-01
Parkersburg WV,82,2019-04-01
Peoria-Bloomington IL,0,2019-04-01
Philadelphia PA,4,2019-04-01
Phoenix AZ,3,2019-04-01
Pittsburgh PA,6,2019-04-01
Portland OR,4,2019-04-01
Portland-Auburn ME,8,2019-04-01
Presque Isle ME,0,2019-04-01
Providence RI-New Bedford MA,10,2019-04-01
Quincy IL-Hannibal MO-Keokuk IA,0,2019-04-01
Raleigh-Durham (Fayetteville) NC,3,2019-04-01
Rapid City SD,0,2019-04-01
Reno NV,0,2019-04-01
Richmond-Petersburg VA,8,2019-04-01
Roanoke-Lynchburg VA,7,2019-04-01
Rochester MN-Mason City IA-Austin MN,0,2019-04-01
Rochester NY,16,2019-04-01
Rockford IL,21,2019-04-01
Sacramento-Stockton-Modesto CA,5,2019-04-01
Salisbury MD,24,2019-04-01
Salt Lake City UT,8,2019-04-01
San Angelo TX,55,2019-04-01
San Antonio TX,6,2019-04-01
San Diego CA,4,2019-04-01
San Francisco-Oakland-San Jose CA,6,2019-04-01
Santa Barbara-Santa Maria-San Luis Obispo CA,12,2019-04-01
Savannah GA,0,2019-04-01
Seattle-Tacoma WA,5,2019-04-01
Sherman TX-Ada OK,0,2019-04-01
Shreveport LA,13,2019-04-01
Sioux City IA,0,2019-04-01
Sioux Falls(Mitchell) SD,15,2019-04-01
South Bend-Elkhart IN,13,2019-04-01
Spokane WA,0,2019-04-01
Springfield MO,20,2019-04-01
Springfield-Holyoke MA,28,2019-04-01
St. Joseph MO,0,2019-04-01
St. Louis MO,2,2019-04-01
Syracuse NY,9,2019-04-01
Tallahassee FL-Thomasville GA,13,2019-04-01
Tampa-St. Petersburg (Sarasota) FL,6,2019-04-01
Terre Haute IN,33,2019-04-01
Toledo OH,0,2019-04-01
Topeka KS,21,2019-04-01
Traverse City-Cadillac MI,19,2019-04-01
Tri-Cities TN-VA,0,2019-04-01
Tucson (Sierra Vista) AZ,8,2019-04-01
Tulsa OK,0,2019-04-01
Twin Falls ID,0,2019-04-01
Tyler-Longview(Lufkin & Nacogdoches) TX,0,2019-04-01
Utica NY,0,2019-04-01
Victoria TX,0,2019-04-01
Waco-Temple-Bryan TX,0,2019-04-01
Washington DC (Hagerstown MD),3,2019-04-01
Watertown NY,0,2019-04-01
Wausau-Rhinelander WI,0,2019-04-01
West Palm Beach-Ft. Pierce FL,17,2019-04-01
Wheeling WV-Steubenville OH,38,2019-04-01
Wichita Falls TX & Lawton OK,27,2019-04-01
Wichita-Hutchinson KS,8,2019-04-01
Wilkes Barre-Scranton PA,7,2019-04-01
Wilmington NC,17,2019-04-01
Yakima-Pasco-Richland-Kennewick WA,0,2019-04-01
Youngstown OH,16,2019-04-01
Yuma AZ-El Centro CA,0,2019-04-01
Zanesville OH,0,2019-04-01
Abilene-Sweetwater TX,0,2019-04-08
Albany GA,37,2019-04-08
Albany-Schenectady-Troy NY,13,2019-04-08
Albuquerque-Santa Fe NM,10,2019-04-08
Alexandria LA,0,2019-04-08
Alpena MI,0,2019-04-08
Amarillo TX,26,2019-04-08
Anchorage AK,0,2019-04-08
Atlanta GA,9,2019-04-08
Augusta GA,28,2019-04-08
Austin TX,15,2019-04-08
Bakersfield CA,17,2019-04-08
Baltimore MD,8,2019-04-08
Bangor ME,33,2019-04-08
Baton Rouge LA,13,2019-04-08
Beaumont-Port Arthur TX,31,2019-04-08
Bend OR,0,2019-04-08
"Billings, MT",47,2019-04-08
Biloxi-Gulfport MS,35,2019-04-08
Binghamton NY,0,2019-04-08
Birmingham AL,12,2019-04-08
Bluefield-Beckley-Oak Hill WV,0,2019-04-08
Boise ID,13,2019-04-08
Boston MA-Manchester NH,8,2019-04-08
Bowling Green KY,0,2019-04-08
Buffalo NY,6,2019-04-08
Burlington VT-Plattsburgh NY,13,2019-04-08
Butte-Bozeman MT,0,2019-04-08
Casper-Riverton WY,0,2019-04-08
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,12,2019-04-08
Champaign & Springfield-Decatur IL,25,2019-04-08
Charleston SC,11,2019-04-08
Charleston-Huntington WV,21,2019-04-08
Charlotte NC,6,2019-04-08
Charlottesville VA,36,2019-04-08
Chattanooga TN,24,2019-04-08
Cheyenne WY-Scottsbluff NE,78,2019-04-08
Chicago IL,14,2019-04-08
Chico-Redding CA,0,2019-04-08
Cincinnati OH,15,2019-04-08
Clarksburg-Weston WV,0,2019-04-08
Cleveland-Akron (Canton) OH,13,2019-04-08
Colorado Springs-Pueblo CO,11,2019-04-08
Columbia SC,10,2019-04-08
Columbia-Jefferson City MO,0,2019-04-08
Columbus GA,0,2019-04-08
Columbus OH,15,2019-04-08
Columbus-Tupelo-West Point MS,35,2019-04-08
Corpus Christi TX,22,2019-04-08
Dallas-Ft. Worth TX,14,2019-04-08
Davenport IA-Rock Island-Moline IL,16,2019-04-08
Dayton OH,10,2019-04-08
Denver CO,12,2019-04-08
Des Moines-Ames IA,9,2019-04-08
Detroit MI,11,2019-04-08
Dothan AL,0,2019-04-08
Duluth MN-Superior WI,29,2019-04-08
El Paso TX,22,2019-04-08
Elmira NY,0,2019-04-08
Erie PA,0,2019-04-08
Eugene OR,50,2019-04-08
Eureka CA,0,2019-04-08
Evansville IN,18,2019-04-08
Fairbanks AK,99,2019-04-08
Fargo-Valley City ND,18,2019-04-08
Flint-Saginaw-Bay City MI,0,2019-04-08
Florence-Myrtle Beach SC,28,2019-04-08
Fresno-Visalia CA,15,2019-04-08
Ft. Myers-Naples FL,8,2019-04-08
Ft. Smith-Fayetteville-Springdale-Rogers AR,13,2019-04-08
Ft. Wayne IN,17,2019-04-08
Gainesville FL,25,2019-04-08
Glendive MT,0,2019-04-08
Grand Junction-Montrose CO,0,2019-04-08
Grand Rapids-Kalamazoo-Battle Creek MI,8,2019-04-08
Great Falls MT,0,2019-04-08
Green Bay-Appleton WI,20,2019-04-08
Greensboro-High Point-Winston Salem NC,15,2019-04-08
Greenville-New Bern-Washington NC,20,2019-04-08
Greenville-Spartanburg SC-Asheville NC-Anderson SC,12,2019-04-08
Greenwood-Greenville MS,0,2019-04-08
Harlingen-Weslaco-Brownsville-McAllen TX,13,2019-04-08
Harrisburg-Lancaster-Lebanon-York PA,11,2019-04-08
Harrisonburg VA,0,2019-04-08
Hartford & New Haven CT,10,2019-04-08
Hattiesburg-Laurel MS,0,2019-04-08
Helena MT,0,2019-04-08
Honolulu HI,12,2019-04-08
Houston TX,14,2019-04-08
Huntsville-Decatur (Florence) AL,12,2019-04-08
Idaho Falls-Pocatello ID,63,2019-04-08
Indianapolis IN,12,2019-04-08
Jackson MS,0,2019-04-08
Jackson TN,0,2019-04-08
Jacksonville FL,11,2019-04-08
Johnstown-Altoona PA,14,2019-04-08
Jonesboro AR,64,2019-04-08
Joplin MO-Pittsburg KS,0,2019-04-08
Juneau AK,0,2019-04-08
Kansas City MO,5,2019-04-08
Knoxville TN,8,2019-04-08
La Crosse-Eau Claire WI,42,2019-04-08
Lafayette IN,0,2019-04-08
Lafayette LA,0,2019-04-08
Lake Charles LA,0,2019-04-08
Lansing MI,16,2019-04-08
Laredo TX,0,2019-04-08
Las Vegas NV,14,2019-04-08
Lexington KY,10,2019-04-08
Lima OH,0,2019-04-08
Lincoln & Hastings-Kearney NE,15,2019-04-08
Little Rock-Pine Bluff AR,16,2019-04-08
Los Angeles CA,11,2019-04-08
Louisville KY,8,2019-04-08
Lubbock TX,26,2019-04-08
Macon GA,30,2019-04-08
Madison WI,9,2019-04-08
Mankato MN,0,2019-04-08
Marquette MI,0,2019-04-08
Medford-Klamath Falls OR,0,2019-04-08
Memphis TN,10,2019-04-08
Meridian MS,0,2019-04-08
Miami-Ft. Lauderdale FL,13,2019-04-08
Milwaukee WI,7,2019-04-08
Minneapolis-St. Paul MN,8,2019-04-08
Minot-Bismarck-Dickinson(Williston) ND,30,2019-04-08
Missoula MT,39,2019-04-08
Mobile AL-Pensacola (Ft. Walton Beach) FL,12,2019-04-08
Monroe LA-El Dorado AR,0,2019-04-08
Monterey-Salinas CA,15,2019-04-08
Montgomery (Selma) AL,0,2019-04-08
Nashville TN,9,2019-04-08
New Orleans LA,6,2019-04-08
New York NY,10,2019-04-08
Norfolk-Portsmouth-Newport News VA,11,2019-04-08
North Platte NE,0,2019-04-08
Odessa-Midland TX,0,2019-04-08
Oklahoma City OK,15,2019-04-08
Omaha NE,7,2019-04-08
Orlando-Daytona Beach-Melbourne FL,13,2019-04-08
Ottumwa IA-Kirksville MO,0,2019-04-08
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,24,2019-04-08
Palm Springs CA,25,2019-04-08
Panama City FL,0,2019-04-08
Parkersburg WV,100,2019-04-08
Peoria-Bloomington IL,16,2019-04-08
Philadelphia PA,11,2019-04-08
Phoenix AZ,7,2019-04-08
Pittsburgh PA,9,2019-04-08
Portland OR,9,2019-04-08
Portland-Auburn ME,10,2019-04-08
Presque Isle ME,0,2019-04-08
Providence RI-New Bedford MA,14,2019-04-08
Quincy IL-Hannibal MO-Keokuk IA,0,2019-04-08
Raleigh-Durham (Fayetteville) NC,13,2019-04-08
Rapid City SD,0,2019-04-08
Reno NV,29,2019-04-08
Richmond-Petersburg VA,13,2019-04-08
Roanoke-Lynchburg VA,27,2019-04-08
Rochester MN-Mason City IA-Austin MN,28,2019-04-08
Rochester NY,14,2019-04-08
Rockford IL,50,2019-04-08
Sacramento-Stockton-Modesto CA,12,2019-04-08
Salisbury MD,0,2019-04-08
Salt Lake City UT,14,2019-04-08
San Angelo TX,0,2019-04-08
San Antonio TX,14,2019-04-08
San Diego CA,9,2019-04-08
San Francisco-Oakland-San Jose CA,17,2019-04-08
Santa Barbara-Santa Maria-San Luis Obispo CA,14,2019-04-08
Savannah GA,17,2019-04-08
Seattle-Tacoma WA,12,2019-04-08
Sherman TX-Ada OK,0,2019-04-08
Shreveport LA,21,2019-04-08
Sioux City IA,33,2019-04-08
Sioux Falls(Mitchell) SD,17,2019-04-08
South Bend-Elkhart IN,27,2019-04-08
Spokane WA,0,2019-04-08
Springfield MO,35,2019-04-08
Springfield-Holyoke MA,23,2019-04-08
St. Joseph MO,0,2019-04-08
St. Louis MO,5,2019-04-08
Syracuse NY,10,2019-04-08
Tallahassee FL-Thomasville GA,31,2019-04-08
Tampa-St. Petersburg (Sarasota) FL,6,2019-04-08
Terre Haute IN,0,2019-04-08
Toledo OH,14,2019-04-08
Topeka KS,0,2019-04-08
Traverse City-Cadillac MI,47,2019-04-08
Tri-Cities TN-VA,17,2019-04-08
Tucson (Sierra Vista) AZ,19,2019-04-08
Tulsa OK,8,2019-04-08
Twin Falls ID,0,2019-04-08
Tyler-Longview(Lufkin & Nacogdoches) TX,0,2019-04-08
Utica NY,0,2019-04-08
Victoria TX,0,2019-04-08
Waco-Temple-Bryan TX,20,2019-04-08
Washington DC (Hagerstown MD),12,2019-04-08
Watertown NY,52,2019-04-08
Wausau-Rhinelander WI,0,2019-04-08
West Palm Beach-Ft. Pierce FL,5,2019-04-08
Wheeling WV-Steubenville OH,0,2019-04-08
Wichita Falls TX & Lawton OK,67,2019-04-08
Wichita-Hutchinson KS,15,2019-04-08
Wilkes Barre-Scranton PA,17,2019-04-08
Wilmington NC,14,2019-04-08
Yakima-Pasco-Richland-Kennewick WA,35,2019-04-08
Youngstown OH,20,2019-04-08
Yuma AZ-El Centro CA,0,2019-04-08
Zanesville OH,0,2019-04-08
Abilene-Sweetwater TX,28,2019-04-15
Albany GA,22,2019-04-15
Albany-Schenectady-Troy NY,5,2019-04-15
Albuquerque-Santa Fe NM,10,2019-04-15
Alexandria LA,0,2019-04-15
Alpena MI,0,2019-04-15
Amarillo TX,15,2019-04-15
Anchorage AK,0,2019-04-15
Atlanta GA,5,2019-04-15
Augusta GA,10,2019-04-15
Austin TX,6,2019-04-15
Bakersfield CA,11,2019-04-15
Baltimore MD,4,2019-04-15
Bangor ME,20,2019-04-15
Baton Rouge LA,8,2019-04-15
Beaumont-Port Arthur TX,19,2019-04-15
Bend OR,0,2019-04-15
"Billings, MT",28,2019-04-15
Biloxi-Gulfport MS,0,2019-04-15
Binghamton NY,0,2019-04-15
Birmingham AL,6,2019-04-15
Bluefield-Beckley-Oak Hill WV,30,2019-04-15
Boise ID,0,2019-04-15
Boston MA-Manchester NH,7,2019-04-15
Bowling Green KY,31,2019-04-15
Buffalo NY,11,2019-04-15
Burlington VT-Plattsburgh NY,8,2019-04-15
Butte-Bozeman MT,0,2019-04-15
Casper-Riverton WY,53,2019-04-15
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,12,2019-04-15
Champaign & Springfield-Decatur IL,7,2019-04-15
Charleston SC,6,2019-04-15
Charleston-Huntington WV,12,2019-04-15
Charlotte NC,4,2019-04-15
Charlottesville VA,0,2019-04-15
Chattanooga TN,11,2019-04-15
Cheyenne WY-Scottsbluff NE,46,2019-04-15
Chicago IL,7,2019-04-15
Chico-Redding CA,14,2019-04-15
Cincinnati OH,3,2019-04-15
Clarksburg-Weston WV,0,2019-04-15
Cleveland-Akron (Canton) OH,8,2019-04-15
Colorado Springs-Pueblo CO,0,2019-04-15
Columbia SC,6,2019-04-15
Columbia-Jefferson City MO,0,2019-04-15
Columbus GA,0,2019-04-15
Columbus OH,6,2019-04-15
Columbus-Tupelo-West Point MS,22,2019-04-15
Corpus Christi TX,0,2019-04-15
Dallas-Ft. Worth TX,6,2019-04-15
Davenport IA-Rock Island-Moline IL,0,2019-04-15
Dayton OH,6,2019-04-15
Denver CO,6,2019-04-15
Des Moines-Ames IA,8,2019-04-15
